trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2020-09-07 23:17:32,342952484382519,fraud_Wuckert-Goldner,home,9.49,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,878f9bd19ccfbc47726c0b42d7e419ad,1378595852,41.552636,-72.388459,0
2020-12-23 22:29:35,4476840372112,fraud_Hudson-Grady,shopping_pos,6.08,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,b378afda26b893f1ee33c000527b4404,1387837775,35.664552,-87.12789599999999,0
2020-08-01 13:14:45,4198470814557,fraud_Schuppe LLC,entertainment,6.34,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,b26394d6f35d88ebdd7b9b70c7a2a7d0,1375362885,42.348613,-95.420449,0
2020-09-23 03:42:24,676369110710,fraud_Bauch-Raynor,grocery_pos,311.85,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,3c8af88e7b954ba8727447609a423b6f,1379907744,42.455382,-82.862173,1
2020-07-01 22:18:35,3573030041201292,"fraud_Hills, Hegmann and Schaefer",health_fitness,26.34,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,0f2a5cc8d40042c9ae4aeb91a36599c9,1372717115,39.717656,-109.994236,0
2020-08-03 10:36:42,3552581383553463,fraud_Schmeler Inc,misc_pos,107.48,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,1965-04-13,65d624daf64f87e66c06920e4cbaaf50,1375526202,36.131915,-83.081808,0
2020-07-30 00:06:13,180011453250192,"fraud_Greenholt, Jacobi and Gleason",gas_transport,11.21,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,eae5b35f33b8ba5895a691925baa8b77,1375142773,42.08834,-90.304455,1
2020-09-23 22:03:34,60487002085,fraud_Volkman-Predovic,shopping_net,1057.35,David,White,M,66234 Hall Lock Suite 758,Jackson,MS,39211,32.3739,-90.1293,233060,"Horticulturist, commercial",1972-08-15,8fb4a94b1016de03a7e9d475f0070673,1379973814,32.205139,-90.731305,1
2020-10-19 21:13:38,676281772837,fraud_Bednar PLC,kids_pets,42.01,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,50f121f249624bfde9353b8b717cef9d,1382217218,31.745351,-84.974112,0
2020-12-20 03:57:51,4897067971111209737,"fraud_Zieme, Bode and Dooley",gas_transport,101.07,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,d2173804a7f4c45672d9f8ee6c3dff6e,1387511871,27.417855,-82.741398,0
2020-12-16 17:44:17,4560395181594436016,"fraud_Ruecker, Beer and Collier",shopping_net,33.89,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,3434924de9ac04ee892bca01c7155847,1387215857,38.221892,-122.395407,0
2020-07-19 23:55:53,4428780983793657331,"fraud_Little, Gutmann and Lynch",shopping_net,1068.32,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,9ad5f1ab3c823bef5599438aa341ae99,1374278153,42.727735,-88.40260500000001,1
2020-10-11 23:23:29,38530489946071,"fraud_Ledner, Hartmann and Feest",health_fitness,21.88,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,4888fe27de1766592ff8fd1d3a72d725,1381533809,35.935144,-82.927175,1
2020-08-11 03:53:44,4335531783520911,fraud_Kunze Inc,grocery_pos,315.01,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,e464407315e9dfde91351ea0596e5580,1376193224,37.436188,-91.8161,1
2020-09-08 03:27:08,4980323467523543940,"fraud_Daugherty, Pouros and Beahan",shopping_pos,3.89,Patrick,Massey,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,1947-10-27,0b578db4367bffe241b93a2ef3ae4f08,1378610828,43.12865,-72.055494,0
2020-09-24 08:44:52,4302480582202074,fraud_Morar Inc,grocery_net,47.4,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,41f72823439be413e8113af0eab58502,1380012292,44.224672,-86.236536,0
2020-12-19 11:11:57,374125201044065,"fraud_Rowe, Batz and Goodwin",grocery_pos,267.86,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,455d95c010f72209ba89384bd69657ca,1387451517,39.05887,-76.798061,1
2020-10-27 03:04:27,374125201044065,fraud_Abshire PLC,entertainment,72.63,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,b0e4596e12e217cc76e893b0e8edcc43,1382843067,38.315702,-76.68858399999999,0
2020-10-05 03:43:24,6011724471098086,fraud_Hamill-Daugherty,misc_net,5.18,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,dd6ec792c0ca7494039f8aee7d9c2049,1380944604,46.873508,-119.09606200000002,0
2020-09-09 20:29:32,4427805710168,fraud_Mohr-Bayer,shopping_net,45.35,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,d937d5a479183d1f83ae7c1047a87302,1378758572,32.481809000000005,-104.804217,0
2020-06-30 10:04:00,4761403817546679245,fraud_Boyer-Reichert,shopping_net,989.92,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,b7777c291eab9462af404396a76af9fb,1372586640,36.729191,-92.401574,1
2020-07-28 20:11:52,4294040533480516,"fraud_Bins, Balistreri and Beatty",shopping_pos,1.38,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,9551ce56e5036202ba11df39effb354b,1375042312,33.613299,-82.257762,0
2020-09-08 12:07:22,6011399591920186,fraud_Smith-Stokes,misc_pos,7.02,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,da4d4249c9458288c05207fc5b29b6b5,1378642042,42.464941,-74.096952,0
2020-08-16 17:00:05,676372984911,"fraud_O'Connell, Botsford and Hand",home,7.59,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,92c9a227b2f4bdbdac019a5ca1ecd34a,1376672405,38.93152,-99.131174,0
2020-11-02 10:23:11,4244953610136705533,fraud_Kiehn Inc,grocery_pos,286.83,Christopher,Odom,M,81446 Nicole Highway Apt. 874,Richland,NJ,8350,39.485,-74.8776,825,Licensed conveyancer,1991-07-06,1a25678a771ad6cf87ace05d2b2fa336,1383387791,38.919345,-75.739715,1
2020-09-13 22:40:46,4586260469584,fraud_Haley Group,misc_pos,48.95,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,f10b9a013d526f84742136c79c7c82c6,1379112046,40.55438,-94.911825,1
2020-11-20 02:47:28,3560797065840735,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,57.89,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,1cdd9f6346214f060f4758ee0b9da522,1384915648,46.075696,-100.854199,0
2020-11-30 02:41:30,3582754887089201,"fraud_Reichert, Huels and Hoppe",shopping_net,367.95,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,75f47d541bb9c220b48fee0bcc0a0f6e,1385779290,34.57977,-93.17708,0
2020-07-28 12:15:19,36722699017270,fraud_Reichel LLC,personal_care,47.35,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,ff3eb21b32c1b0c1338e04e382eb28de,1375013719,34.110586,-111.606971,0
2020-10-03 22:45:39,347399333635231,fraud_Macejkovic-Lesch,shopping_pos,959.44,Stephanie,Allen,F,13128 Hall Station Suite 588,Seligman,MO,65745,36.5276,-93.9359,2693,"Engineer, biomedical",1968-02-05,d553cb71531da1951a0009a96e01db44,1380840339,36.607824,-94.031758,1
2020-08-07 20:54:08,3531129874770000,fraud_Wilkinson Ltd,entertainment,28.5,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,288d0fa9357ccf8d402c8b84c718beba,1375908848,44.222586,-72.850827,0
2020-08-09 01:24:38,4476840372112,fraud_Erdman-Kertzmann,gas_transport,7.38,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,492469e69f459c0628e0f45f0d669c49,1376011478,34.238801,-86.929008,1
2020-07-18 00:21:09,2454076758463217,"fraud_Rowe, Batz and Goodwin",grocery_pos,295.91,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1987-10-27,d6361ed1c25a9aea3a1da6b5a7d2fa68,1374106869,46.614199,-93.399573,1
2020-08-10 19:05:14,30074693890476,fraud_Botsford PLC,home,10.25,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,2edc79ae43e1320e4ffff5d5bed3cf36,1376161514,38.88665,-101.47193,0
2020-09-06 22:15:12,4716561796955522,fraud_Botsford PLC,home,22.73,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,0e0658db84545ad8038f998180f48ba2,1378505712,48.279571999999995,-113.217525,0
2020-09-28 22:46:56,60495593109,fraud_Beier and Sons,home,253.76,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,eef627b93406f70561c599a51939b271,1380408416,31.773346000000004,-96.458826,1
2020-12-10 19:48:48,6539653032686894,"fraud_Bradtke, Torp and Bahringer",personal_care,42.43,Samuel,Short,M,23383 Denise Pine Apt. 099,Sacramento,CA,95842,38.6865,-121.3494,757530,Soil scientist,1966-09-19,3bd4706531174f3682fb3920ebbbebc2,1386704928,38.488111,-121.345762,0
2020-10-06 02:55:03,3586955669388457,fraud_Cummerata-Jones,gas_transport,11.82,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,1845ab3014089bcad31e5d224ad7c526,1381028103,40.282833,-80.074178,1
2020-07-03 06:01:23,3565414434959494,fraud_Bednar Group,misc_net,9.86,Ryan,Arnold,M,2056 Michael Wells Apt. 348,Prairie Creek,IN,47869,39.4336,-87.4101,137,Materials engineer,1967-03-12,ee2a22cbb2b67787495fb1bcf20f5bc7,1372831283,39.082429,-86.896376,0
2020-08-05 17:39:02,4939976756738216,fraud_Parker-Kunde,personal_care,61.84,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,8638e94db35269a87006949663e0a605,1375724342,26.850819,-98.801693,0
2020-12-16 23:41:07,4292902571056973207,fraud_Lemke and Sons,travel,8.89,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,fdfa039f3d2678522f57003bf1c38a7f,1387237267,46.478129,-114.636119,0
2020-07-14 06:58:15,5596347693144598,"fraud_Reichert, Rowe and Mraz",shopping_net,6.87,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",1941-04-23,2b33c1ce56360ba4e954acbc52fcd4e5,1373785095,29.248223,-91.24071,0
2020-11-24 11:25:39,180049032966888,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,107.96,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,a68aa7000fae365b0789b756e749ee04,1385292339,46.54885,-90.86686,0
2020-08-01 05:40:33,2720012583106919,fraud_Friesen-D'Amore,gas_transport,70.05,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,22f9caef8d1ddd9256c8b5140f87c213,1375335633,43.142823,-102.256459,0
2020-07-14 23:08:09,3579200383632826,"fraud_Schmeler, Bashirian and Price",shopping_net,930.27,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,11e51c55f0f23b92f5ed0c1b413ba23b,1373843289,44.852175,-90.557513,1
2020-07-12 22:42:52,3540075240003197,"fraud_Mosciski, Ziemann and Farrell",shopping_net,985.9,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,701e80001a2b4029adc8188900c70116,1373668972,44.095024,-94.038821,1
2020-12-21 22:42:11,4716561796955522,fraud_Schulist Ltd,food_dining,123.58,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,daabc7ccf6ccf2c85c1f6186ca11193a,1387665731,48.913048,-113.214921,1
2020-12-10 20:33:17,372382441451095,fraud_Ratke and Sons,health_fitness,14.3,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,71b4d4cf44fe1f6203698484e4932236,1386707597,41.807189,-74.830028,0
2020-07-21 22:25:50,4839043708100390,"fraud_Nicolas, Hills and McGlynn",entertainment,60.31,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999-06-28,352a4928ca8fd8b81f1af2ca343e49c5,1374445550,41.251009,-91.926288,0
2020-11-23 11:23:29,30290551782700,fraud_Herzog Ltd,misc_pos,19.34,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,ddb80ebaaff8ed8fe98636fd4bee9f19,1385205809,36.041540999999995,-87.077065,0
2020-12-28 21:28:32,6595970453799027,"fraud_Hahn, Douglas and Schowalter",travel,4.33,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,46845bec3e2db62832834dfdd73e2376,1388266112,40.755063,-73.77985,0
2020-12-06 18:20:07,3527536963490470,fraud_Botsford PLC,home,42.43,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,118d2597b57f67fc0966f98661afab64,1386354007,33.866684,-81.809577,0
2020-11-10 22:29:34,30561214688470,fraud_Kilback Group,food_dining,55.84,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,8bc9347aafe824312bd0fca081022098,1384122574,40.117076,-76.195835,0
2020-08-25 17:02:24,6011504998544485,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,7.77,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,4ca6575ad21e14b811aaaf0e5e844238,1377450144,31.998690000000003,-87.505725,0
2020-11-14 12:06:11,2264937662466770,"fraud_Moen, Reinger and Murphy",grocery_pos,107.09,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,51eb750ce3f23242749e79d326d2da5c,1384430771,29.994875,-98.953205,0
2020-12-22 14:30:10,2242176657877538,fraud_Predovic Inc,shopping_net,997.77,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,1959-03-03,a9082963c08b7f2873cf04e5209e584f,1387722610,35.112482,-90.417066,1
2020-07-30 19:59:03,377113842678100,fraud_Carroll PLC,health_fitness,77.11,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,ccf9ae0988c7714ed1a4a12633e07f7d,1375214343,38.466674,-74.394328,0
2020-08-25 02:54:03,6517217825320610,fraud_Stamm-Rodriguez,misc_pos,4.87,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,6a27ee9a605b3ebe32944da623dd13aa,1377399243,32.21414,-89.31939799999999,0
2020-12-04 06:46:33,2269768987945882,"fraud_Casper, Hand and Zulauf",grocery_pos,81.34,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,34b4a068a4ac832418cff4360fbbc972,1386139593,42.87344,-78.646803,0
2020-11-15 00:29:49,378006354724784,fraud_Lockman Ltd,grocery_pos,311.92,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1982-01-07,cac039caa0aa42f0f68d72502151c34f,1384475389,39.006783,-79.036502,1
2020-12-13 06:17:07,4900628639996,fraud_Dach-Borer,grocery_net,59.02,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,87c3b9811663d7786991ee3ccdcffa92,1386915427,33.969615999999995,-117.49692,0
2020-08-12 22:42:57,4335531783520911,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1035.66,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,99d3ca976ca146bffb6ddfa41dc704ab,1376347377,38.447981,-92.083383,1
2020-12-21 01:49:19,4745996322265,"fraud_Raynor, Reinger and Hagenes",gas_transport,65.06,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,7c9e443f5d2b01d943af28be5cc3350d,1387590559,41.23597,-86.128442,0
2020-07-29 21:20:46,501899453424,fraud_Beer-Jast,kids_pets,157.97,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970-01-08,76e19e94332d123fa02577b146e38178,1375132846,33.905026,-85.200716,0
2020-07-06 02:28:04,4265776278887457,"fraud_Raynor, Reinger and Hagenes",gas_transport,73.78,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954-01-05,a4861c32a28ea0a52d035dbf3c04e86b,1373077684,34.632123,-92.63688,0
2020-12-06 11:40:44,3592931352252641,"fraud_Casper, Hand and Zulauf",grocery_pos,90.03,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,d6383a8e9e341ac66ee076be0204996e,1386330044,44.544296,-92.24745,0
2020-07-26 02:21:18,676369110710,"fraud_Raynor, Reinger and Hagenes",gas_transport,54.99,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,aa8690b5093e0c116377046f6ea33b80,1374805278,43.44522,-83.333803,0
2020-09-03 15:43:38,4048508450704760,fraud_Nienow PLC,entertainment,20.16,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,cdcb7924bbcc9ca4ef5c41cd96b52bc5,1378223018,42.077256,-97.960447,0
2020-08-14 18:54:32,4979422371139333,"fraud_Lowe, Dietrich and Erdman",kids_pets,17.74,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,6f0a09c83167303a9668163658c95018,1376506472,40.835374,-100.26245,0
2020-07-05 00:18:36,30230540139182,fraud_Rau and Sons,grocery_pos,94.74,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,1cc99d3e45412305080e63064a7961de,1372983516,41.938604,-77.19707,0
